CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA
124;LC;73766;D;21;0;;242.887;0.13314;0.19659;Amarelo;125;
119;LC;70943;B;19;0;;369.471;0.75472;0.17644;Cinza;126;
127;LC;73766;D;21;0;;242.887;0.13314;0.19659;Azul;127;
109;LC;73783;B;12;0;;0.75784;0.13252;0.02344;Rosa;128;
104;LC;73783;B;12;0;;0.75784;0.13252;0.02344;Amarelo;125;
120;LC;71746;A;19;0;;286.009;0.2211;0.25342;Cinza;126;
107;LC;73783;B;12;0;;0.75784;0.13252;0.02344;Azul;127;
31;CH;75500;A;1;0;;286.402;0.23482;0.07919;Azul;117;
4;CH;73785;E;6;0;;253.827;111.917;0.18589;Amarelo;118;
33;CH;72257;A;18;0;;162.427;-0.60015;0.3426;Branco;119;
5;CH;73785;E;6;0;;253.827;111.917;0.18589;Rosa;120;
32;CH;73626;E;25;0;;320.972;-0.03464;0.16333;Azul;117;
7;CH;73786;D;29;0;;201.408;0.9126;0.43892;Amarelo;118;
11;CH;73786;D;29;0;;201.408;0.9126;0.43892;Rosa;120;
33;CH;73742;B;6;0;;130.788;239.559;0.15091;Branco;134;
34;CH;72102;D;10;0;;184.569;117.157;0.13745;Branco;119;
134;LC;73797;B;1;0;;497.873;0.66021;0.20161;Cinza;135;
110;LC;73803;C;14;0;;225.284;0.49594;0.28524;Rosa;128;
110;LC;73803;C;14;0;;225.284;0.49594;0.28524;Amarelo;125;
121;LC;75838;E;20;0;;147.183;0.49423;0.0227;Cinza;126;
112;LC;73803;C;14;0;;225.284;0.49594;0.28524;Azul;127;
103;LC;73809;D;16;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Cinza;135;
34;CH;75430;C;30;0;;155.845;241.854;0.18747;Branco;134;
118;LC;73821;E;16;0;;10.643;110.667;0.016;Rosa;128;
121;LC;73821;E;16;0;;10.643;110.667;0.016;Amarelo;125;
122;LC;73766;D;21;0;;242.887;0.13314;0.19659;Cinza;126;
116;LC;73821;E;16;0;;10.643;110.667;0.016;Azul;127;
104;LC;73823;B;11;0;;114.439;142.415;0.16054;Rosa;128;
105;LC;73823;B;11;0;;114.439;142.415;0.16054;Amarelo;125;
123;LC;72581;C;22;0;;216.628;0.92225;0.12475;Cinza;126;
108;LC;73823;B;11;0;;114.439;142.415;0.16054;Azul;127;
93;LC;73830;E;6;0;;396.117;0.61748;0.1347;Rosa;128;0
91;LC;73830;E;6;0;;396.117;0.61748;0.1347;Amarelo;125;0
124;LC;73386;B;22;0;;212.472;0.1451;0.22866;Cinza;126;
92;LC;73830;E;6;0;;396.117;0.61748;0.1347;Azul;127;0
94;LC;73873;D;7;0;;485.576;0.5469;0.15842;Rosa;128;0
95;LC;73873;D;7;0;;485.576;0.5469;0.15842;Amarelo;125;0
125;LC;71853;A;23;0;;25.709;0.52277;0.20592;Cinza;126;
95;LC;73873;D;7;0;;485.576;0.5469;0.15842;Azul;127;0
35;CH;71304;A;19;0;;288.594;0.59913;0.36915;Branco;119;
35;CH;73692;D;18;0;;223.324;0.71328;0.18255;Branco;134;
158;MT;73897;B;4;0;;161.484;180.523;0.19684;Cinza;136;
36;CH;70979;D;11;0;;305.032;0.78062;0.23071;Branco;119;
33;CH;72257;A;18;0;;162.427;-0.60015;0.3426;Azul;117;
36;CH;73895;E;29;0;;13.046;129.343;0.12561;Branco;134;
10;CH;75438;B;28;0;;127.649;-210.568;0.0353;Amarelo;118;
8;CH;75438;B;28;0;;127.649;-210.568;0.0353;Rosa;120;
40;CH;75440;A;15;0;;294.979;0.29016;0.18183;Rosa;120;
34;CH;72102;D;10;0;;184.569;117.157;0.13745;Azul;117;
37;CH;70836;B;5;0;;113.678;-0.62198;0.14589;Branco;119;
43;CH;75440;A;15;0;;294.979;0.29016;0.18183;Amarelo;118;
37;CH;72684;B;23;0;;138.351;11.628;0.141;Branco;134;
22;CH;75448;D;2;0;;167.198;127.597;0.09005;Amarelo;118;
38;CH;70963;D;3;0;;272.822;0.06651;0.23511;Branco;119;
27;CH;75448;D;2;0;;167.198;127.597;0.09005;Rosa;120;
35;CH;71304;A;19;0;;288.594;0.59913;0.36915;Azul;117;
36;CH;70963;D;3;0;;272.822;0.06651;0.23511;Azul;117;
12;CH;75451;A;17;0;;114.241;184.779;0.17173;Amarelo;118;
9;CH;75451;A;17;0;;114.241;184.779;0.17173;Rosa;120;
38;CH;75692;B;10;0;;323.673;0.77389;0.18346;Branco;134;
39;CH;71877;D;7;0;;286.476;0.81111;0.18059;Branco;119;
28;CH;75483;C;16;0;;224.116;0.33411;0.11526;Amarelo;118;
39;CH;72213;D;22;0;;138.051;110.257;0.22227;Branco;134;
29;CH;75483;C;16;0;;224.116;0.33411;0.11526;Rosa;120;
37;CH;73674;B;20;0;;198.481;0.51652;0.16624;Azul;117;
30;CH;75500;A;1;0;;286.402;0.23482;0.07919;Amarelo;118;
33;CH;75500;A;1;0;;286.402;0.23482;0.07919;Rosa;120;
38;CH;70836;B;5;0;;113.678;-0.62198;0.14589;Azul;117;
40;CH;72589;A;16;0;;436.383;116.894;0.19635;Branco;134;
40;CH;75532;A;16;0;;162.577;0.5133;0.1704;Branco;119;
3;CH;75504;E;21;0;;321.898;-0.50056;0.36109;Amarelo;118;
39;CH;71877;D;7;0;;286.476;0.81111;0.18059;Azul;117;
3;CH;75504;E;21;0;;321.898;-0.50056;0.36109;Rosa;120;
43;CH;75532;A;16;0;;162.577;0.5133;0.1704;Rosa;120;
40;CH;75656;E;9;0;;332.363;0.80883;0.09203;Azul;117;
41;CH;73674;B;20;0;;198.481;0.51652;0.16624;Branco;119;
40;CH;75532;A;16;0;;162.577;0.5133;0.1704;Amarelo;118;
85;CN;71182;A;1;0;;146.647;119.762;0.13775;Branco;123;
41;CH;75603;E;9;0;;146.034;263.845;0.1829;Branco;134;
21;CH;75588;C;4;0;;26.007;0.28606;0.28532;Amarelo;118;
42;CH;75440;A;14;0;;294.979;0.29016;0.18183;Branco;119;
23;CH;75588;C;4;0;;26.007;0.28606;0.28532;Rosa;120;
41;CH;70979;D;11;0;;305.032;0.78062;0.23071;Azul;117;
42;CH;75546;E;7;0;;0.73098;188.783;0.0454;Branco;134;
53;CN;75610;E;11;0;;208.059;155.768;0.06116;Azul;121;
85;CN;72471;A;20;0;;329.576;112.034;0.21339;Branco;133;
58;CN;75610;E;11;0;;208.059;155.768;0.06116;Rosa;124;
58;CN;75610;E;11;0;;208.059;155.768;0.06116;Amarelo;122;
86;CN;70637;D;14;0;;121.656;-110.221;0.01582;Branco;123;
55;CN;75618;B;25;0;;206.293;223.506;0.29941;Azul;121;
86;CN;70741;E;5;0;;202.683;151.856;0.16514;Branco;133;
53;CN;75618;B;25;0;;206.293;223.506;0.29941;Rosa;124;
55;CN;75618;B;25;0;;206.293;223.506;0.29941;Amarelo;122;
42;CH;75440;A;15;0;;294.979;0.29016;0.18183;Azul;117;
6;CH;75632;B;30;0;;254.487;0.97652;0.12278;Amarelo;118;
6;CH;75632;B;30;0;;254.487;0.97652;0.12278;Rosa;120;
43;CH;71513;A;12;0;;180.144;0.33292;0.18926;Branco;134;
87;CN;58005;A;28;0;;293.646;-0.44097;0.11813;Branco;133;
42;CH;75656;E;9;0;;332.363;0.80883;0.09203;Rosa;120;
43;CH;75656;E;9;0;;332.363;0.80883;0.09203;Branco;119;
43;CH;75532;A;16;0;;162.577;0.5133;0.1704;Azul;117;
42;CH;75656;E;9;0;;332.363;0.80883;0.09203;Amarelo;118;
87;CN;75679;C;26;0;;235.631;234.929;0.18748;Branco;123;
88;CN;71700;A;10;0;;232.558;0.13736;0.22295;Branco;123;
84;CN;75679;C;26;0;;235.631;234.929;0.18748;Rosa;124;
82;CN;75679;C;26;0;;235.631;234.929;0.18748;Amarelo;122;
83;CN;75679;C;26;0;;235.631;234.929;0.18748;Azul;121;
44;CH;70539;A;30;0;;301.946;0.00146;0.20988;Branco;119;
44;CH;72253;D;22;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Branco;134;
44;CH;73501;B;6;0;;120.097;0.0843;0.29128;Azul;117;
45;CH;73501;B;6;0;;120.097;0.0843;0.29128;Branco;119;
44;CH;75706;C;7;0;;125.147;-0.22962;0.22347;Rosa;120;
44;CH;75706;C;7;0;;125.147;-0.22962;0.22347;Amarelo;118;
88;CN;71816;A;3;0;;309.728;0.6031;0.25936;Branco;133;
45;CH;71584;A;8;0;;186.075;0.39947;0.3565;Azul;117;
11;CH;75717;A;26;0;;197.592;0.03668;0.24629;Amarelo;118;
45;CH;75702;C;12;0;;619.928;140.247;0.16529;Branco;134;
10;CH;75717;A;26;0;;197.592;0.03668;0.24629;Rosa;120;
57;CN;75742;A;4;0;;141.684;-0.02949;0.09107;Azul;121;
89;CN;70807;D;29;0;;138.451;0.82654;0.21537;Branco;123;
55;CN;75742;A;4;0;;141.684;-0.02949;0.09107;Rosa;124;
54;CN;75742;A;4;0;;141.684;-0.02949;0.09107;Amarelo;122;
63;CN;75744;E;22;0;;211.177;0.95099;0.18297;Azul;121;
89;CN;73323;B;14;0;;0.57939;401.115;0.13007;Branco;133;
68;CN;75744;E;22;0;;211.177;0.95099;0.18297;Rosa;124;
68;CN;75744;E;22;0;;211.177;0.95099;0.18297;Amarelo;122;
92;LC;75791;D;5;0;;209.567;0.72174;0.12996;Cinza;135;0
149;MT;75795;A;23;0;;191.763;220.242;0.17835;Azul;131;
153;MT;75795;A;23;0;;191.763;220.242;0.17835;Rosa;132;
153;MT;75795;A;23;0;;191.763;220.242;0.17835;Amarelo;129;
179;MT;70563;C;6;0;;160.162;0.26671;0.2498;Cinza;130;
91;LC;75798;B;5;0;;377.928;0.53146;0.22956;Cinza;135;1
161;MT;75805;D;22;0;;350.021;206.026;0.13252;Cinza;136;
120;LC;75815;B;20;0;;309.403;-0.05655;0.19097;Cinza;135;
116;LC;75832;C;17;0;;268.782;175.732;0.16326;Rosa;128;
120;LC;75832;C;17;0;;268.782;175.732;0.16326;Amarelo;125;
126;LC;71848;D;24;0;;270.035;203.674;0.16129;Cinza;126;
118;LC;75832;C;17;0;;268.782;175.732;0.16326;Azul;127;
120;LC;75838;E;20;0;;147.183;0.49423;0.0227;Rosa;128;
118;LC;75838;E;20;0;;147.183;0.49423;0.0227;Amarelo;125;
127;LC;73670;E;24;0;;16.751;103.793;0.26168;Cinza;126;
119;LC;75838;E;20;0;;147.183;0.49423;0.0227;Azul;127;
93;LC;75845;D;5;0;;284.258;0.73444;0.21881;Rosa;128;1
93;LC;75845;D;5;0;;284.258;0.73444;0.21881;Amarelo;125;1
128;LC;71563;A;25;0;;32.395;0.14981;0.22707;Cinza;126;
91;LC;75845;D;5;0;;284.258;0.73444;0.21881;Azul;127;1
122;LC;75851;D;21;0;;280.244;0.10628;0.13059;Cinza;135;
128;LC;75875;C;26;0;;260.554;0.85151;0.26324;Rosa;128;
131;LC;75875;C;26;0;;260.554;0.85151;0.26324;Amarelo;125;
129;LC;75875;C;26;0;;260.554;0.85151;0.26324;Cinza;126;
128;LC;75875;C;26;0;;260.554;0.85151;0.26324;Azul;127;
94;LC;75876;D;5;0;;317.747;0.90967;0.16172;Cinza;135;0
153;MT;75890;E;18;0;;21.861;0.61239;0.13381;Azul;131;
150;MT;75890;E;18;0;;21.861;0.61239;0.13381;Rosa;132;
149;MT;75890;E;18;0;;21.861;0.61239;0.13381;Amarelo;129;
180;MT;70734;C;20;0;;141.344;0.04783;0.13377;Cinza;130;
91;LC;75898;D;5;0;;437.406;0.39162;0.31211;Rosa;128;0
93;LC;75898;D;5;0;;437.406;0.39162;0.31211;Amarelo;125;0
130;LC;76024;B;26;0;;263.512;0.79926;0.19579;Cinza;126;
93;LC;75898;D;5;0;;437.406;0.39162;0.31211;Azul;127;0
109;LC;75906;E;17;0;;151.037;-0.01073;0.02758;Cinza;135;
173;MT;75935;A;13;0;;203.396;0.37198;0.13823;Cinza;136;
102;LC;75944;E;3;0;;314.181;0.32133;0.19412;Rosa;128;
103;LC;75944;E;3;0;;314.181;0.32133;0.19412;Amarelo;125;
131;LC;71925;B;27;0;;249.678;189.997;0.1751;Cinza;126;
98;LC;75944;E;3;0;;314.181;0.32133;0.19412;Azul;127;
95;LC;75956;B;8;0;;17.956;0.70373;0.21008;Rosa;128;0
94;LC;75956;B;8;0;;17.956;0.70373;0.21008;Amarelo;125;0
132;LC;73614;C;28;0;;313.334;0.53074;0.18105;Cinza;126;
94;LC;75956;B;8;0;;17.956;0.70373;0.21008;Azul;127;0
95;LC;75960;C;8;0;;322.655;0.26588;0.24916;Rosa;128;1
94;LC;75960;C;8;0;;322.655;0.26588;0.24916;Amarelo;125;1
133;LC;71724;E;29;0;;245.232;0.65913;0.28468;Cinza;126;
94;LC;75960;C;8;0;;322.655;0.26588;0.24916;Azul;127;1
126;LC;75962;A;3;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Cinza;135;
165;MT;75995;C;23;0;;210.741;16.418;0.20563;Cinza;136;
96;LC;76000;D;30;0;;199.641;0.50613;0.26926;Rosa;128;
97;LC;76000;D;30;0;;199.641;0.50613;0.26926;Amarelo;125;
134;LC;71418;A;30;0;;10.275;0.43957;0.00725;Cinza;126;
97;LC;76000;D;30;0;;199.641;0.50613;0.26926;Azul;127;
132;LC;76024;B;26;0;;263.512;0.79926;0.19579;Rosa;128;
129;LC;76024;B;26;0;;263.512;0.79926;0.19579;Amarelo;125;
135;LC;72011;E;10;0;;177.005;-0.01261;0.13218;Cinza;126;
131;LC;76024;B;26;0;;263.512;0.79926;0.19579;Azul;127;
143;MT;76288;A;19;0;;192.445;340.137;0.15784;Cinza;136;
90;CN;70302;C;30;0;;165.685;-180.092;0.09167;Branco;123;
90;CN;76318;E;9;0;;359.205;122.555;0.16848;Branco;133;
95;LC;76319;B;8;0;;410.044;101.647;0.21755;Cinza;135;0
